TransactionID,DateID,ProductID,SupplierID,LocationID,LogisticsID,QualityID,CustomerID,Availability,ProductsSold,RevenueGenerated,StockLevels,OrderQuantity,SupplierLeadTime,ShippingTime,ShippingCost,SupplyLeadTime,ProductionVolume,ManufacturingLeadTime,ManufacturingCost,DefectRate,TransportationCost
TRX-001183,20250205,SKU-1186,SUP-001,LOC-006,LOG-019,QLT-01,CUST-0316,0,434,37960.27,1098,610,30,9,1687.04,45,631,5,22387.02,10.13,1627.15
TRX-001184,20240106,SKU-1090,SUP-036,LOC-021,LOG-069,QLT-01,CUST-0417,1,567,16766.76,1246,569,21,14,1607.06,35,393,2,3952.63,10.29,1113.76
TRX-001185,20230709,SKU-1097,SUP-008,LOC-029,LOG-069,QLT-01,CUST-0255,1,497,14539.27,2169,527,6,1,1972.1,8,2802,17,4731.17,5.01,1276.2
TRX-001186,20250511,SKU-1119,SUP-021,LOC-012,LOG-049,QLT-03,CUST-0288,1,641,3738.98,602,655,17,12,1621.73,33,4230,3,1705.52,17.96,1675.56
TRX-001187,20260208,SKU-1045,SUP-021,LOC-028,LOG-031,QLT-02,CUST-0292,0,452,17309.12,124,682,23,10,1320.18,35,3090,13,8027.73,1.93,282.22
TRX-001188,20260418,SKU-1037,SUP-027,LOC-006,LOG-060,QLT-01,CUST-0152,1,874,29723.65,2037,908,7,5,2539.76,12,3096,4,8345.08,0.36,1959.36
TRX-001189,20240818,SKU-1141,SUP-019,LOC-013,LOG-071,QLT-01,CUST-0427,1,442,3785.08,749,468,10,5,638.63,21,4182,6,1364.38,3.6,208.11
TRX-001190,20250909,SKU-1099,SUP-023,LOC-027,LOG-079,QLT-01,CUST-0199,1,275,8022.91,1931,419,22,1,1499.84,24,322,10,6227.79,2.25,273.04
TRX-001191,20230325,SKU-1244,SUP-035,LOC-024,LOG-055,QLT-01,CUST-0199,1,449,27964.54,1422,541,10,13,1437.14,25,543,10,14127.25,11.21,1010.16
TRX-001192,20250324,SKU-1071,SUP-040,LOC-005,LOG-077,QLT-02,CUST-0302,1,47,3786.52,1724,62,5,12,136.23,24,2911,7,1543.95,3.74,144.89
TRX-001193,20240123,SKU-1189,SUP-005,LOC-029,LOG-076,QLT-01,CUST-0175,1,630,8749.74,2249,838,8,12,980.15,23,2460,12,5255.93,15.94,2802.39
TRX-001194,20240727,SKU-1034,SUP-008,LOC-013,LOG-083,QLT-01,CUST-0453,1,86,6843.0,1589,122,26,4,66.34,37,976,9,6339.6,7.12,332.19
TRX-001195,20240118,SKU-1146,SUP-011,LOC-020,LOG-077,QLT-01,CUST-0270,1,151,7616.44,360,201,24,10,229.15,38,675,17,5703.06,10.79,495.32
TRX-001196,20241011,SKU-1029,SUP-016,LOC-007,LOG-091,QLT-01,CUST-0429,1,459,45563.8,933,481,21,13,1547.74,37,4488,11,26408.86,2.41,1518.87
TRX-001197,20230513,SKU-1077,SUP-039,LOC-012,LOG-038,QLT-02,CUST-0180,1,601,5743.95,1375,594,7,14,1194.29,25,216,4,1973.51,2.87,1839.4
TRX-001198,20250513,SKU-1083,SUP-024,LOC-030,LOG-033,QLT-01,CUST-0218,1,241,9603.35,1384,306,27,1,1014.28,32,423,9,4866.89,4.45,696.41
TRX-001199,20241019,SKU-1112,SUP-021,LOC-021,LOG-006,QLT-01,CUST-0118,1,288,16705.21,1436,377,5,12,505.14,18,3142,2,13665.52,7.07,277.03
TRX-001200,20260117,SKU-1024,SUP-023,LOC-004,LOG-013,QLT-01,CUST-0306,0,232,17418.09,962,303,26,1,305.25,34,4906,7,14026.81,12.92,713.89
TRX-001201,20250205,SKU-1167,SUP-038,LOC-030,LOG-077,QLT-01,CUST-0321,1,708,52892.62,1182,820,27,14,1006.97,43,806,20,17405.32,19.9,1710.93
TRX-001202,20230728,SKU-1087,SUP-008,LOC-005,LOG-077,QLT-01,CUST-0333,1,640,15360.99,1160,959,13,10,2958.19,25,4560,12,6894.65,6.61,1271.22
TRX-001203,20260708,SKU-1013,SUP-007,LOC-016,LOG-020,QLT-03,CUST-0320,1,618,12942.55,1182,703,22,1,1893.59,25,4674,10,4011.12,12.79,263.15
TRX-001204,20231221,SKU-1153,SUP-002,LOC-027,LOG-037,QLT-01,CUST-0023,1,751,48753.34,2297,738,27,13,2573.31,46,2750,17,27096.55,8.79,1459.69
TRX-001205,20240504,SKU-1101,SUP-030,LOC-004,LOG-045,QLT-01,CUST-0125,1,144,1595.95,132,171,24,12,425.36,36,2346,8,805.22,6.21,289.2
TRX-001206,20260628,SKU-1214,SUP-013,LOC-008,LOG-073,QLT-01,CUST-0084,1,66,4160.8,1963,82,11,3,220.11,17,1292,9,2571.47,3.89,27.67
TRX-001207,20240903,SKU-1149,SUP-023,LOC-016,LOG-081,QLT-01,CUST-0199,1,205,3837.93,1960,309,8,9,548.0,20,1437,17,3666.49,11.53,590.13
TRX-001208,20260722,SKU-1175,SUP-029,LOC-008,LOG-059,QLT-01,CUST-0326,1,520,12265.79,637,599,12,13,1754.86,32,1893,7,9119.38,17.14,807.58
TRX-001209,20241024,SKU-1248,SUP-038,LOC-017,LOG-052,QLT-01,CUST-0187,1,142,11031.1,2102,202,13,12,360.12,27,3391,5,4309.0,9.68,163.28
TRX-001210,20231121,SKU-1082,SUP-037,LOC-014,LOG-018,QLT-03,CUST-0329,1,721,31363.82,1310,864,6,8,1925.86,16,933,8,15733.46,8.76,346.8
TRX-001211,20250919,SKU-1109,SUP-020,LOC-012,LOG-025,QLT-02,CUST-0092,1,227,956.42,307,294,25,11,216.4,42,3095,11,521.63,4.21,440.16
TRX-001212,20230827,SKU-1178,SUP-033,LOC-003,LOG-079,QLT-01,CUST-0330,1,143,6905.13,634,190,25,12,310.26,37,4340,11,3561.3,9.31,127.82
TRX-001213,20251124,SKU-1130,SUP-029,LOC-027,LOG-087,QLT-01,CUST-0182,1,702,46171.36,941,680,29,2,643.73,35,4358,13,23423.67,18.67,1969.15
TRX-001214,20231111,SKU-1169,SUP-015,LOC-020,LOG-001,QLT-02,CUST-0227,1,519,20882.61,421,538,6,9,1154.41,15,3169,8,7007.44,4.69,1517.92
TRX-001215,20240930,SKU-1018,SUP-023,LOC-002,LOG-041,QLT-01,CUST-0199,1,651,56533.77,1549,934,27,13,669.62,45,3472,16,38660.72,4.71,1849.0
TRX-001216,20231223,SKU-1200,SUP-003,LOC-030,LOG-018,QLT-01,CUST-0473,1,764,46418.42,1759,984,19,1,1717.98,24,1393,11,21090.9,30.21,1273.55
TRX-001217,20260114,SKU-1027,SUP-037,LOC-013,LOG-001,QLT-01,CUST-0478,1,784,63039.37,1589,842,30,8,1852.93,45,3652,3,46909.18,10.57,986.7
TRX-001218,20241215,SKU-1211,SUP-029,LOC-021,LOG-039,QLT-01,CUST-0235,1,273,1331.43,1134,279,12,7,678.08,26,1065,8,579.0,2.8,157.57
TRX-001219,20251208,SKU-1172,SUP-008,LOC-011,LOG-074,QLT-03,CUST-0410,1,215,1345.57,1993,250,6,12,336.54,24,1684,16,898.39,1.57,351.6
TRX-001220,20240418,SKU-1070,SUP-022,LOC-024,LOG-031,QLT-01,CUST-0044,1,928,88976.59,866,919,30,13,613.24,50,3599,12,47206.49,12.42,3004.0
TRX-001221,20231024,SKU-1205,SUP-029,LOC-012,LOG-071,QLT-01,CUST-0076,1,479,14248.4,929,604,19,11,312.4,35,2936,17,5965.02,7.29,2090.71
TRX-001222,20260202,SKU-1062,SUP-002,LOC-018,LOG-038,QLT-01,CUST-0141,0,146,3508.63,686,215,6,4,259.46,10,1917,8,1584.73,10.17,106.82
TRX-001223,20240714,SKU-1072,SUP-001,LOC-030,LOG-008,QLT-03,CUST-0182,1,86,8150.05,142,84,16,13,184.91,34,2854,14,3193.34,8.53,74.94
TRX-001224,20251230,SKU-1123,SUP-020,LOC-009,LOG-034,QLT-01,CUST-0119,1,533,38327.93,1043,654,22,6,1148.68,31,1026,18,19708.88,20.06,1112.03
TRX-001225,20240408,SKU-1118,SUP-021,LOC-029,LOG-073,QLT-03,CUST-0040,1,571,17035.17,521,867,18,12,2338.87,37,3089,16,14516.29,12.12,2518.23
TRX-001226,20240818,SKU-1120,SUP-037,LOC-007,LOG-089,QLT-02,CUST-0260,1,839,23849.59,654,895,27,10,1425.03,37,3999,18,7822.65,2.89,1705.52
TRX-001227,20230623,SKU-1018,SUP-008,LOC-006,LOG-027,QLT-02,CUST-0437,1,209,22464.64,850,279,5,11,679.59,18,1009,3,16929.27,4.14,114.79
TRX-001228,20250202,SKU-1174,SUP-027,LOC-024,LOG-041,QLT-01,CUST-0244,1,232,18785.76,198,339,27,13,1192.34,43,3346,15,11761.48,9.68,660.78
TRX-001229,20250727,SKU-1243,SUP-035,LOC-014,LOG-007,QLT-01,CUST-0129,1,957,10257.71,1781,970,8,2,2229.13,15,4734,2,4563.05,21.78,2043.76
TRX-001230,20260806,SKU-1141,SUP-006,LOC-018,LOG-032,QLT-03,CUST-0006,1,354,3696.77,752,475,27,11,1161.33,45,4050,9,2277.18,5.64,947.43
TRX-001231,20230802,SKU-1119,SUP-019,LOC-014,LOG-073,QLT-03,CUST-0311,1,566,3526.63,1884,653,10,4,1787.11,19,587,4,1782.88,8.48,2052.03
TRX-001232,20241203,SKU-1165,SUP-018,LOC-005,LOG-081,QLT-01,CUST-0066,1,662,12071.36,1314,740,8,6,1112.46,16,4512,13,5367.43,24.55,1188.57
TRX-001233,20241207,SKU-1180,SUP-001,LOC-020,LOG-016,QLT-01,CUST-0374,1,936,55740.92,541,911,26,10,2799.17,39,459,20,27148.56,5.11,595.67
TRX-001234,20230604,SKU-1060,SUP-025,LOC-024,LOG-002,QLT-01,CUST-0494,1,653,37434.12,693,808,10,5,2573.81,17,1859,17,19489.98,20.68,1544.85
TRX-001235,20230107,SKU-1163,SUP-027,LOC-013,LOG-043,QLT-02,CUST-0219,1,617,21992.43,764,726,25,8,773.26,35,520,18,8192.83,3.57,739.6
TRX-001236,20251001,SKU-1167,SUP-007,LOC-001,LOG-031,QLT-01,CUST-0146,1,616,46584.35,734,800,6,12,1991.18,18,829,8,17200.23,20.2,321.62
TRX-001237,20260220,SKU-1208,SUP-029,LOC-012,LOG-080,QLT-01,CUST-0234,0,665,41209.21,707,795,30,7,1630.04,39,3532,13,23078.64,11.67,1949.9
TRX-001238,20260224,SKU-1029,SUP-031,LOC-019,LOG-047,QLT-01,CUST-0029,0,530,48707.3,1993,813,6,3,727.07,13,587,14,29505.76,11.56,1461.93
TRX-001239,20240121,SKU-1008,SUP-036,LOC-010,LOG-033,QLT-01,CUST-0309,1,114,7666.67,2307,115,30,11,434.43,43,1766,12,2895.94,2.37,126.81
TRX-001240,20230830,SKU-1063,SUP-019,LOC-024,LOG-085,QLT-02,CUST-0161,1,610,32557.81,669,902,8,7,1429.48,21,3403,14,13712.44,8.34,405.07
TRX-001241,20240606,SKU-1160,SUP-006,LOC-005,LOG-017,QLT-01,CUST-0131,1,62,2110.92,1146,83,8,8,176.48,23,1055,11,844.57,5.45,145.42
TRX-001242,20250413,SKU-1119,SUP-025,LOC-020,LOG-054,QLT-01,CUST-0148,1,263,1542.69,1458,281,8,2,499.87,14,1868,14,607.45,4.43,227.84
TRX-001243,20250901,SKU-1051,SUP-031,LOC-006,LOG-054,QLT-01,CUST-0388,1,891,61288.18,647,983,19,9,3027.17,28,3681,8,27992.04,19.91,1977.19
TRX-001244,20250527,SKU-1088,SUP-009,LOC-012,LOG-051,QLT-03,CUST-0082,1,927,59872.36,2436,976,21,2,2631.15,30,4236,15,34854.73,1.62,3302.32
TRX-001245,20231014,SKU-1141,SUP-020,LOC-021,LOG-052,QLT-01,CUST-0392,1,609,6119.87,1822,715,17,2,1972.47,23,1957,15,3605.3,19.15,1651.71
TRX-001246,20240711,SKU-1202,SUP-010,LOC-003,LOG-007,QLT-01,CUST-0470,1,389,27618.31,1559,381,30,2,257.26,34,4467,14,7021.43,14.06,524.21
TRX-001247,20231122,SKU-1052,SUP-037,LOC-029,LOG-054,QLT-01,CUST-0361,1,998,22548.13,1176,971,13,3,3802.45,17,470,9,6935.27,7.27,992.39
TRX-001248,20230817,SKU-1226,SUP-027,LOC-027,LOG-093,QLT-01,CUST-0342,1,702,47050.76,444,737,18,11,1095.39,29,2772,13,30070.8,6.49,1027.97
TRX-001249,20251002,SKU-1232,SUP-013,LOC-014,LOG-011,QLT-03,CUST-0083,1,137,4816.01,414,176,8,8,175.62,17,1754,17,3081.32,6.45,411.16
TRX-001250,20250331,SKU-1186,SUP-002,LOC-021,LOG-062,QLT-01,CUST-0412,1,115,7817.35,1091,174,12,10,224.75,22,4899,9,5875.31,9.1,98.68
TRX-001251,20250510,SKU-1077,SUP-021,LOC-004,LOG-030,QLT-01,CUST-0450,1,793,6766.41,1864,912,19,5,2720.42,30,3087,3,3061.14,2.46,725.21
TRX-001252,20251227,SKU-1221,SUP-033,LOC-017,LOG-082,QLT-01,CUST-0073,1,272,17197.1,2380,417,21,5,1624.8,31,1947,6,7565.69,10.17,761.86
TRX-001253,20240711,SKU-1040,SUP-024,LOC-017,LOG-057,QLT-01,CUST-0355,1,124,11556.15,2319,128,30,11,190.82,43,4020,5,4221.37,9.21,430.45
TRX-001254,20250315,SKU-1195,SUP-034,LOC-014,LOG-046,QLT-02,CUST-0214,1,52,1245.08,2372,59,15,7,83.52,28,4340,13,525.43,4.71,195.45
TRX-001255,20230604,SKU-1067,SUP-009,LOC-015,LOG-080,QLT-01,CUST-0026,1,535,46951.24,977,597,12,10,2277.15,22,1714,4,37477.98,9.33,184.16
TRX-001256,20240523,SKU-1219,SUP-002,LOC-007,LOG-070,QLT-01,CUST-0290,1,146,2299.42,2119,217,11,4,576.97,18,4828,17,1493.62,15.87,454.86
TRX-001257,20251101,SKU-1007,SUP-030,LOC-004,LOG-066,QLT-02,CUST-0071,1,858,57491.88,262,971,17,4,2346.11,22,409,11,29965.37,11.33,1149.34
TRX-001258,20230707,SKU-1001,SUP-022,LOC-017,LOG-055,QLT-01,CUST-0350,1,134,4116.87,96,186,12,6,276.36,22,2727,17,2840.77,1.02,80.9
TRX-001259,20230117,SKU-1104,SUP-011,LOC-006,LOG-058,QLT-01,CUST-0177,1,186,3981.05,2058,230,9,13,545.28,24,4433,11,1195.89,5.78,587.93
TRX-001260,20241001,SKU-1124,SUP-017,LOC-011,LOG-010,QLT-01,CUST-0089,1,598,15719.99,2365,770,26,12,409.12,43,1394,4,6981.87,6.96,1936.45
TRX-001261,20251029,SKU-1109,SUP-036,LOC-012,LOG-004,QLT-01,CUST-0177,1,376,1749.89,353,503,29,7,1233.83,37,2210,13,1105.01,3.84,936.7
TRX-001262,20260519,SKU-1085,SUP-013,LOC-015,LOG-074,QLT-01,CUST-0457,1,111,11489.36,1206,135,13,5,293.63,23,967,5,6117.67,4.37,286.74
TRX-001263,20230129,SKU-1168,SUP-007,LOC-027,LOG-073,QLT-01,CUST-0027,1,734,51610.36,373,769,28,7,1999.01,41,661,11,29860.58,5.93,804.46
TRX-001264,20250614,SKU-1119,SUP-016,LOC-012,LOG-062,QLT-01,CUST-0449,1,195,988.42,2330,263,18,13,815.32,35,739,3,495.16,10.99,534.14
TRX-001265,20240213,SKU-1126,SUP-033,LOC-011,LOG-043,QLT-01,CUST-0289,1,305,13651.36,1356,358,23,11,400.68,34,4391,10,6098.4,7.42,124.82
TRX-001266,20250623,SKU-1182,SUP-001,LOC-027,LOG-042,QLT-01,CUST-0328,1,171,18233.37,55,216,12,3,242.73,16,972,10,9567.25,9.96,525.44
TRX-001267,20230521,SKU-1015,SUP-011,LOC-017,LOG-024,QLT-01,CUST-0305,1,333,16844.74,2102,366,21,8,753.43,34,4534,3,6002.63,12.55,132.63
TRX-001268,20250325,SKU-1220,SUP-006,LOC-008,LOG-005,QLT-02,CUST-0063,0,88,2028.0,1825,101,18,1,310.45,25,874,14,923.63,3.49,154.8
TRX-001269,20230511,SKU-1061,SUP-020,LOC-012,LOG-068,QLT-01,CUST-0416,1,222,17918.38,605,245,22,2,263.78,29,3306,4,12038.14,12.55,230.09
TRX-001270,20240113,SKU-1112,SUP-035,LOC-029,LOG-077,QLT-01,CUST-0488,1,789,45374.94,774,757,15,9,1493.67,29,1144,5,17840.05,4.29,1704.85
TRX-001271,20250827,SKU-1175,SUP-037,LOC-009,LOG-096,QLT-01,CUST-0019,1,649,15976.15,100,762,24,10,1872.56,38,2976,2,10257.05,6.18,691.92
TRX-001272,20240523,SKU-1157,SUP-026,LOC-011,LOG-045,QLT-01,CUST-0484,0,176,10338.58,349,255,9,4,610.46,20,3094,6,7124.97,8.98,318.49
TRX-001273,20240129,SKU-1011,SUP-012,LOC-003,LOG-059,QLT-01,CUST-0434,1,488,30554.69,2227,731,20,13,2602.33,39,503,19,32061.74,9.52,2172.28
TRX-001274,20260402,SKU-1034,SUP-030,LOC-007,LOG-065,QLT-01,CUST-0493,1,195,20479.18,826,292,22,6,505.32,30,4144,4,12711.21,20.21,841.02
TRX-001275,20250914,SKU-1010,SUP-028,LOC-029,LOG-063,QLT-01,CUST-0278,1,211,12230.83,2490,267,9,1,296.61,16,4735,7,6334.35,10.23,327.63
TRX-001276,20260423,SKU-1063,SUP-027,LOC-021,LOG-075,QLT-01,CUST-0487,1,710,37774.61,443,756,21,10,958.41,37,1188,13,14628.81,11.55,599.34
TRX-001277,20230916,SKU-1237,SUP-019,LOC-003,LOG-090,QLT-02,CUST-0346,1,395,14107.61,2210,401,22,9,1372.83,34,2937,16,4824.92,6.23,645.7
TRX-001278,20250704,SKU-1049,SUP-005,LOC-021,LOG-067,QLT-01,CUST-0067,1,564,33372.01,2244,636,13,2,1424.89,17,1550,9,12617.9,7.22,409.83
TRX-001279,20240308,SKU-1212,SUP-005,LOC-016,LOG-049,QLT-01,CUST-0238,1,191,7345.97,673,228,29,10,442.37,43,387,5,6136.78,27.62,632.35
TRX-001280,20250920,SKU-1148,SUP-027,LOC-010,LOG-077,QLT-01,CUST-0137,1,431,4596.95,2466,436,18,14,1276.95,39,2375,7,3002.66,16.61,254.59
TRX-001281,20240323,SKU-1068,SUP-028,LOC-023,LOG-032,QLT-01,CUST-0163,1,644,35129.2,1296,958,27,8,2023.19,42,526,10,14760.79,8.94,1216.27
TRX-001282,20250228,SKU-1047,SUP-026,LOC-007,LOG-050,QLT-01,CUST-0327,1,321,21624.43,409,413,14,13,1650.24,32,3444,13,8163.64,4.52,1290.41
TRX-001283,20241022,SKU-1019,SUP-027,LOC-025,LOG-087,QLT-02,CUST-0335,1,644,35112.74,1744,958,27,4,1909.67,38,2322,12,19806.08,1.89,938.06
TRX-001284,20260602,SKU-1100,SUP-021,LOC-024,LOG-058,QLT-01,CUST-0388,1,696,39091.63,1307,681,26,9,1227.77,40,2741,12,23253.08,12.99,1001.4
TRX-001285,20231202,SKU-1194,SUP-001,LOC-020,LOG-052,QLT-01,CUST-0293,1,292,16615.76,1861,426,28,10,1542.57,40,1564,20,11209.04,0.39,967.89
TRX-001286,20240504,SKU-1171,SUP-028,LOC-015,LOG-023,QLT-01,CUST-0028,1,643,40603.83,1878,622,14,10,575.23,26,172,13,14948.42,7.84,446.37
TRX-001287,20240223,SKU-1160,SUP-015,LOC-021,LOG-030,QLT-01,CUST-0256,1,310,9700.88,1518,329,10,10,252.56,27,3004,7,4595.6,5.3,974.13
TRX-001288,20240903,SKU-1244,SUP-017,LOC-021,LOG-070,QLT-01,CUST-0393,1,601,36439.23,1723,709,30,4,1521.87,39,4330,11,14411.43,10.04,2238.38
TRX-001289,20251102,SKU-1200,SUP-026,LOC-010,LOG-071,QLT-01,CUST-0291,1,95,6332.42,910,123,26,14,487.54,43,635,19,3819.65,1.99,346.57
TRX-001290,20230108,SKU-1188,SUP-020,LOC-012,LOG-030,QLT-01,CUST-0112,1,671,42678.76,1707,776,17,1,1358.02,25,3228,17,21630.53,9.99,1766.18
TRX-001291,20250601,SKU-1136,SUP-025,LOC-018,LOG-037,QLT-01,CUST-0240,1,497,18155.13,2056,549,17,2,1609.82,24,4395,16,8705.79,6.58,1377.16
TRX-001292,20230608,SKU-1067,SUP-013,LOC-028,LOG-048,QLT-03,CUST-0243,1,454,50178.43,2234,539,25,4,1188.92,36,1255,8,23516.52,14.59,1766.9
TRX-001293,20250211,SKU-1034,SUP-033,LOC-023,LOG-032,QLT-01,CUST-0153,1,148,13231.96,1262,146,18,2,438.33,27,2048,14,3425.87,2.62,420.53
TRX-001294,20260225,SKU-1208,SUP-025,LOC-023,LOG-070,QLT-01,CUST-0265,0,59,4021.29,2447,84,26,6,142.5,32,2741,7,2683.9,7.37,273.57
TRX-001295,20241114,SKU-1225,SUP-008,LOC-009,LOG-035,QLT-01,CUST-0445,1,448,31204.04,1044,639,12,6,2335.02,18,1895,15,25367.54,24.27,2100.57
TRX-001296,20250329,SKU-1215,SUP-005,LOC-029,LOG-096,QLT-01,CUST-0052,1,528,20303.99,148,550,13,6,458.03,25,1400,6,7216.75,22.35,1190.29
TRX-001297,20251003,SKU-1223,SUP-006,LOC-009,LOG-076,QLT-01,CUST-0481,1,784,48809.9,1675,897,30,4,2978.73,35,4602,18,31679.0,4.94,865.05
TRX-001298,20230602,SKU-1064,SUP-023,LOC-004,LOG-068,QLT-01,CUST-0401,1,272,16982.75,696,335,11,4,260.39,22,3861,2,8834.44,2.82,398.58
TRX-001299,20250729,SKU-1007,SUP-030,LOC-005,LOG-032,QLT-01,CUST-0460,1,129,8644.43,671,132,21,1,523.82,24,4253,12,5235.87,7.87,436.79
TRX-001300,20240608,SKU-1044,SUP-014,LOC-007,LOG-059,QLT-01,CUST-0265,1,1003,18137.4,1280,978,12,8,1150.05,26,2104,8,6860.08,20.34,2483.76
TRX-001301,20250719,SKU-1086,SUP-023,LOC-026,LOG-035,QLT-02,CUST-0054,1,77,658.52,1083,90,6,7,165.15,15,1276,4,387.06,16.8,113.9
TRX-001302,20240627,SKU-1174,SUP-011,LOC-007,LOG-016,QLT-01,CUST-0133,1,479,44168.85,1698,547,10,1,1033.7,12,3811,18,17443.68,22.83,1682.32
TRX-001303,20240210,SKU-1167,SUP-031,LOC-011,LOG-079,QLT-01,CUST-0191,1,445,35904.48,685,663,13,1,2593.32,17,1252,19,29071.21,9.45,2189.17
TRX-001304,20260303,SKU-1075,SUP-006,LOC-010,LOG-052,QLT-01,CUST-0124,1,626,35309.89,428,738,30,13,424.03,43,2639,3,26191.74,16.59,1990.27
TRX-001305,20230218,SKU-1181,SUP-011,LOC-011,LOG-066,QLT-01,CUST-0431,1,542,28705.52,1906,825,29,5,1169.67,36,739,12,31505.2,6.82,671.33
TRX-001306,20250217,SKU-1075,SUP-013,LOC-024,LOG-006,QLT-01,CUST-0218,1,523,31983.24,1964,645,24,8,1629.78,36,921,2,20957.37,5.76,341.31
TRX-001307,20230309,SKU-1173,SUP-012,LOC-024,LOG-014,QLT-01,CUST-0365,1,982,87513.17,804,948,7,7,2348.5,19,158,9,56448.09,3.97,939.08
TRX-001308,20230617,SKU-1046,SUP-002,LOC-018,LOG-029,QLT-01,CUST-0403,1,250,20669.34,350,262,8,3,304.95,14,2583,8,11135.56,11.53,844.17
TRX-001309,20250718,SKU-1014,SUP-035,LOC-012,LOG-026,QLT-02,CUST-0483,1,280,26639.24,973,297,12,1,612.16,14,1447,4,17532.13,16.65,422.09
TRX-001310,20230414,SKU-1104,SUP-036,LOC-025,LOG-018,QLT-01,CUST-0322,1,603,13550.11,1922,626,19,13,361.04,33,2232,20,4908.46,19.08,1829.79
TRX-001311,20241226,SKU-1146,SUP-017,LOC-016,LOG-004,QLT-01,CUST-0301,1,639,27499.0,1268,646,12,2,2112.3,18,3952,14,14814.4,4.84,2052.26
TRX-001312,20260327,SKU-1025,SUP-028,LOC-027,LOG-057,QLT-01,CUST-0071,1,113,9251.3,2041,170,30,7,163.52,38,3934,17,4735.88,17.3,67.36
TRX-001313,20230411,SKU-1051,SUP-028,LOC-004,LOG-053,QLT-01,CUST-0457,1,932,64064.9,2458,931,30,3,1006.13,37,4474,6,22280.62,16.98,2987.65
TRX-001314,20230424,SKU-1092,SUP-022,LOC-017,LOG-025,QLT-01,CUST-0214,1,484,16229.93,2398,505,21,7,1016.69,30,2698,13,7993.29,15.97,1140.58
TRX-001315,20231114,SKU-1149,SUP-038,LOC-017,LOG-047,QLT-03,CUST-0362,1,874,15813.41,408,947,18,11,3240.36,29,3054,8,7999.99,1.41,2084.84
TRX-001316,20241108,SKU-1231,SUP-007,LOC-021,LOG-052,QLT-01,CUST-0033,1,385,16832.72,629,474,18,4,921.55,26,3968,14,11417.92,4.17,621.2
TRX-001317,20240625,SKU-1020,SUP-015,LOC-023,LOG-093,QLT-01,CUST-0374,0,374,34089.96,2476,486,17,14,1071.02,32,2738,18,13997.37,4.33,283.74
TRX-001318,20251121,SKU-1050,SUP-032,LOC-005,LOG-034,QLT-02,CUST-0336,1,555,29614.13,404,764,16,2,488.76,20,4846,13,19844.94,3.08,1994.39
TRX-001319,20231205,SKU-1037,SUP-011,LOC-013,LOG-016,QLT-01,CUST-0171,1,353,12050.84,977,449,11,14,913.65,25,589,10,5708.42,8.71,509.99
TRX-001320,20260213,SKU-1019,SUP-024,LOC-003,LOG-094,QLT-01,CUST-0344,1,698,40705.27,2059,698,13,4,2596.68,24,4575,16,14506.15,10.8,1264.6
TRX-001321,20240520,SKU-1248,SUP-003,LOC-027,LOG-087,QLT-01,CUST-0456,1,195,14079.21,2017,290,23,5,202.15,28,2502,4,6593.84,0.46,327.27
TRX-001322,20240904,SKU-1156,SUP-030,LOC-023,LOG-036,QLT-02,CUST-0350,1,617,3342.4,847,657,27,10,1106.33,43,2807,4,2226.42,11.09,1198.9
TRX-001323,20250526,SKU-1178,SUP-006,LOC-017,LOG-028,QLT-01,CUST-0410,1,634,34817.23,664,928,6,5,2305.23,13,581,8,19684.24,14.53,1511.16
TRX-001324,20230922,SKU-1131,SUP-002,LOC-011,LOG-065,QLT-03,CUST-0301,0,596,10295.44,877,856,22,6,2793.29,35,4161,10,7607.78,19.67,1819.97
TRX-001325,20250721,SKU-1054,SUP-014,LOC-001,LOG-072,QLT-01,CUST-0496,1,362,37467.75,2089,497,28,10,1666.79,45,3729,18,27002.47,11.03,1132.91
TRX-001326,20230930,SKU-1198,SUP-018,LOC-028,LOG-053,QLT-01,CUST-0291,1,902,38095.08,1813,981,14,10,649.74,27,674,11,16017.32,3.37,1454.31
TRX-001327,20240512,SKU-1091,SUP-031,LOC-018,LOG-042,QLT-01,CUST-0237,1,705,23833.52,1145,712,30,7,2613.93,41,1816,5,7651.62,11.61,1789.99
TRX-001328,20240513,SKU-1027,SUP-013,LOC-017,LOG-079,QLT-03,CUST-0337,1,339,27692.97,1044,480,14,13,1057.24,31,3253,10,24028.42,9.34,972.23
TRX-001329,20251003,SKU-1003,SUP-026,LOC-009,LOG-019,QLT-01,CUST-0437,1,548,48969.74,2037,738,19,8,430.86,29,992,6,19761.0,15.35,776.84
TRX-001330,20240104,SKU-1149,SUP-012,LOC-020,LOG-044,QLT-01,CUST-0102,1,672,14038.23,1182,744,23,7,1683.43,30,2143,10,6050.41,21.26,531.94
TRX-001331,20240112,SKU-1075,SUP-018,LOC-007,LOG-030,QLT-02,CUST-0010,1,139,7844.59,785,168,16,3,597.42,22,3954,4,5434.84,7.36,233.26
TRX-001332,20251219,SKU-1172,SUP-009,LOC-005,LOG-074,QLT-01,CUST-0041,1,822,5459.69,880,911,11,4,1101.6,22,3667,16,1839.3,4.67,2920.62
TRX-001333,20250210,SKU-1066,SUP-021,LOC-030,LOG-044,QLT-01,CUST-0370,1,681,3771.39,1790,955,5,3,3415.46,15,1914,9,2588.52,3.0,1677.85
